0.001256637,156,4.46E-09,4.46E-09,4.46E-09,4.46E-09,4.46E-09
0.001382301,157,4.48E-09,4.48E-09,4.48E-09,4.48E-09,4.48E-09
0.001520531,158,4.55E-09,4.55E-09,4.55E-09,4.55E-09,4.55E-09
0.001672584,160,4.27E-09,4.27E-09,4.27E-09,4.27E-09,4.27E-09
0.001839842,161,4.46E-09,4.46E-09,4.46E-09,4.46E-09,4.46E-09
0.002023827,162,4.72E-09,4.72E-09,4.72E-09,4.72E-09,4.72E-09
0.002226209,164,4.65E-09,4.65E-09,4.65E-09,4.65E-09,4.65E-09
0.00244883,166,4.68E-09,4.68E-09,4.68E-09,4.68E-09,4.68E-09
0.002693713,168,4.82E-09,4.82E-09,4.82E-09,4.82E-09,4.82E-09
0.002963084,171,4.68E-09,4.68E-09,4.68E-09,4.68E-09,4.68E-09
0.003259393,173,5.09E-09,5.09E-09,5.09E-09,5.09E-09,5.09E-09
0.003585332,177,4.86E-09,4.85E-09,4.85E-09,4.85E-09,4.85E-09
0.003943865,180,5.24E-09,5.23E-09,5.23E-09,5.23E-09,5.23E-09
0.004338252,184,5.45E-09,5.45E-09,5.45E-09,5.45E-09,5.45E-09
0.004772077,189,5.54E-09,5.54E-09,5.54E-09,5.54E-09,5.54E-09
0.005249285,195,5.58E-09,5.57E-09,5.57E-09,5.57E-09,5.57E-09
0.005774213,201,6.06E-09,6.05E-09,6.05E-09,6.05E-09,6.05E-09
0.006351635,209,6.25E-09,6.24E-09,6.24E-09,6.24E-09,6.24E-09
0.006986798,219,6.31E-09,6.30E-09,6.30E-09,6.30E-09,6.30E-09
0.007685478,230,6.86E-09,6.84E-09,6.84E-09,6.84E-09,6.84E-09
0.008454026,244,7.36E-09,7.34E-09,7.34E-09,7.34E-09,7.34E-09
0.009299428,262,7.83E-09,7.80E-09,7.80E-09,7.80E-09,7.80E-09
0.010229371,284,8.96E-09,8.92E-09,8.92E-09,8.92E-09,8.92E-09
0.011252308,315,9.76E-09,9.69E-09,9.69E-09,9.69E-09,9.69E-09
0.012377539,357,1.14E-08,1.13E-08,1.13E-08,1.13E-08,1.13E-08
0.013615293,420,1.36E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
0.014976822,522,1.76E-08,1.73E-08,1.73E-08,1.73E-08,1.73E-08
0.016474505,719,2.54E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08
0.018121955,1259,4.99E-08,4.67E-08,4.67E-08,4.67E-08,4.67E-08
0.019934151,18315,1.89E-06,1.19E-06,1.19E-06,1.19E-06,1.19E-06
0.021927566,100000,0.087492462,0.000103286,0.000103286,0.000103286,0.000103286
0.024120322,100000,0.170415165,0.000102078,0.000102078,0.000102078,0.000102078
0.026532354,100000,0.245796653,0.000101641,0.000101641,0.000101641,0.000101641
0.02918559,100000,0.314324568,0.000101414,0.000101414,0.000101414,0.000101414
0.032104149,100000,0.376622391,0.000101275,0.000101275,0.000101275,0.000101275
0.035314564,100000,0.433256639,0.000101181,0.000101181,0.000101181,0.000101181
0.03884602,100000,0.484742243,0.000101114,0.000101114,0.000101114,0.000101114
0.042730622,100000,0.531547292,0.000101064,0.000101064,0.000101064,0.000101064
0.047003684,100000,0.574097307,0.000101025,0.000101025,0.000101025,0.000101025
0.051704053,100000,0.612779121,0.000100995,0.000100995,0.000100995,0.000100995
0.056874458,100000,0.647944392,0.000100971,0.000100971,0.000100971,0.000100971
0.062561904,100000,0.679912812,0.000100951,0.000100951,0.000100951,0.000100951
0.068818094,100000,0.708975005,0.000100934,0.000100934,0.000100934,0.000100934
0.075699903,100000,0.735395175,0.00010092,0.00010092,0.00010092,0.00010092
0.083269894,100000,0.759413508,0.000100909,0.000100909,0.000100909,0.000100909
0.091596883,100000,0.781248354,0.000100899,0.000100899,0.000100899,0.000100899
0.100756572,100000,0.801098211,0.00010089,0.00010089,0.00010089,0.00010089
0.110832229,100000,0.819143534,0.000100883,0.000100883,0.000100883,0.000100883
0.121915452,100000,0.835548372,0.000100876,0.000100876,0.000100876,0.000100876
0.134106997,100000,0.85046186,0.000100871,0.000100871,0.000100871,0.000100871
0.147517696,100000,0.864019576,0.000100866,0.000100866,0.000100866,0.000100866
0.162269466,100000,0.876344772,0.000100861,0.000100861,0.000100861,0.000100861
0.178496413,100000,0.887549494,0.000100858,0.000100858,0.000100858,0.000100858
0.196346054,100000,0.897735605,0.000100854,0.000100854,0.000100854,0.000100854
0.215980659,100000,0.906995705,0.000100852,0.000100852,0.000100852,0.000100852
