0.001256637,156,3.67E-09,4.46E-09,4.46E-09,4.46E-09,4.46E-09
0.001382301,157,3.61E-09,4.48E-09,4.48E-09,4.48E-09,4.48E-09
0.001520531,158,3.58E-09,4.55E-09,4.55E-09,4.55E-09,4.55E-09
0.001672584,159,3.59E-09,4.68E-09,4.68E-09,4.68E-09,4.68E-09
0.001839842,160,3.64E-09,4.88E-09,4.88E-09,4.88E-09,4.88E-09
0.002023827,162,3.40E-09,4.72E-09,4.72E-09,4.72E-09,4.72E-09
0.002226209,164,3.23E-09,4.65E-09,4.65E-09,4.65E-09,4.65E-09
0.00244883,165,3.42E-09,5.11E-09,5.11E-09,5.11E-09,5.11E-09
0.002693713,168,3.07E-09,4.82E-09,4.82E-09,4.82E-09,4.82E-09
0.002963084,170,3.08E-09,5.09E-09,5.09E-09,5.09E-09,5.09E-09
0.003259393,173,2.90E-09,5.09E-09,5.09E-09,5.09E-09,5.09E-09
0.003585332,176,2.81E-09,5.27E-09,5.27E-09,5.27E-09,5.27E-09
0.003943865,179,2.81E-09,5.67E-09,5.67E-09,5.67E-09,5.67E-09
0.004338252,183,2.67E-09,5.89E-09,5.89E-09,5.89E-09,5.89E-09
0.004772077,188,2.45E-09,5.98E-09,5.98E-09,5.98E-09,5.98E-09
0.005249285,194,2.18E-09,6.00E-09,6.00E-09,6.00E-09,6.00E-09
0.005774213,200,2.06E-09,6.50E-09,6.50E-09,6.50E-09,6.50E-09
0.006351635,208,1.79E-09,6.68E-09,6.68E-09,6.68E-09,6.68E-09
0.006986798,217,1.59E-09,7.18E-09,7.18E-09,7.18E-09,7.18E-09
0.007685478,228,1.35E-09,7.75E-09,7.75E-09,7.75E-09,7.75E-09
0.008454026,242,1.08E-09,8.24E-09,8.24E-09,8.24E-09,8.24E-09
0.009299428,260,7.84E-10,8.69E-09,8.69E-09,8.69E-09,8.69E-09
0.010229371,282,5.58E-10,9.85E-09,9.85E-09,9.85E-09,9.85E-09
0.011252308,312,3.37E-10,1.11E-08,1.11E-08,1.11E-08,1.11E-08
0.012377539,354,1.63E-10,1.27E-08,1.27E-08,1.27E-08,1.27E-08
0.013615293,416,5.49E-11,1.53E-08,1.53E-08,1.53E-08,1.53E-08
0.014976822,518,8.63E-12,1.93E-08,1.93E-08,1.93E-08,1.93E-08
0.016474505,713,2.37E-13,2.79E-08,2.79E-08,2.79E-08,2.79E-08
0.018121955,1251,8.59E-18,5.25E-08,5.25E-08,5.25E-08,5.25E-08
0.019934151,18270,2.74E-164,1.51E-06,1.51E-06,1.51E-06,1.51E-06
0.021927566,1334,2.61E-13,0.017808282,0.017808282,0.017808282,0.017808282
0.024120322,828,1.69E-08,0.035023879,0.035023879,0.035023879,0.035023879
0.026532354,855,4.92E-08,0.05107451,0.05107451,0.05107451,0.05107451
0.02918559,943,5.95E-08,0.066039952,0.066039952,0.066039952,0.066039952
0.032104149,1049,6.84E-08,0.079992048,0.079992048,0.079992048,0.079992048
0.035314564,1176,7.80E-08,0.092995823,0.092995823,0.092995823,0.092995823
0.03884602,1329,9.01E-08,0.105110481,0.105110481,0.105110481,0.105110481
0.042730622,1519,1.04E-07,0.11639031,0.11639031,0.11639031,0.11639031
0.047003684,1759,1.21E-07,0.12688545,0.12688545,0.12688545,0.12688545
0.051704053,2070,1.45E-07,0.136642565,0.136642565,0.136642565,0.136642565
0.056874458,2489,1.78E-07,0.145705394,0.145705394,0.145705394,0.145705394
0.062561904,3084,2.25E-07,0.154115191,0.154115191,0.154115191,0.154115191
0.068818094,3996,3.02E-07,0.161911076,0.161911076,0.161911076,0.161911076
0.075699903,5582,4.43E-07,0.169130293,0.169130293,0.169130293,0.169130293
