0.152717,0.344705,0.367043,0,0,1,0,0,
0.118577,0.396651,0.0911422,1,0,0,0,0,
0.205587,0.430915,0.188944,1,0,0,0,0,
0.359873,0.409513,0.226349,0,1,0,1,0,
0.338264,0.467428,0.421534,0,0,0,0,0,
0.171061,0.33356,0.128477,0,0,0,0,0,
0.0670657,0.389671,0.791285,0,1,0,0,0,
0.264152,0.415758,0.412945,0,1,1,0,0,
0.21138,0.316876,0.166998,0,0,0,0,0,
0.379097,0.49675,0.385881,0,0,0,0,0,
0.210132,0.446315,0.71596,1,1,1,0,0,
0.21314,0.45523,0.140801,0,0,0,0,0,
0.0832738,0.349741,0.512646,1,0,0,1,0,
0.291684,0.416276,0.734209,0,1,0,0,0,
0.267137,0.462951,0.844631,0,1,0,1,1,
0.140556,0.392988,0.22108,1,1,0,0,0,
0.153762,0.325646,0.51122,0,0,0,0,1,
0.0820086,0.622283,0.136026,0,0,0,1,0,
0.16499,0.549389,0.973431,1,0,0,1,1,
0.318994,0.565532,0.577221,0,0,0,0,0,
0.0946581,0.640259,0.504553,0,0,0,0,0,
0.361815,0.590126,0.89476,0,1,0,0,0,
0.261181,0.540061,0.12128,0,0,0,0,1,
0.145612,0.591027,0.127228,0,0,0,1,1,
0.299298,0.659741,0.115164,0,0,0,0,0,
0.212203,0.592534,0.988944,0,0,0,0,0,
0.0855928,0.659414,0.588478,0,0,0,0,0,
0.267688,0.54768,0.426135,0,0,0,1,0,
0.278347,0.643066,0.705643,0,0,0,0,0,
0.201825,0.575857,0.271199,1,0,0,0,0,
0.330941,0.568924,0.483625,0,0,0,0,0,
0.11998,0.565157,0.104949,0,0,0,0,0,
0.237483,0.653906,0.500168,1,0,0,0,0,
0.39252,2.46113,0.578139,1,1,0,0,0,
0.194322,2.46363,0.111362,0,0,1,1,0,
0.170026,2.4973,0.156571,0,0,0,0,0,
0.21785,2.44343,0.909465,0,0,0,0,0,
0.207653,2.46193,0.591918,0,0,0,0,0,
0.285112,2.48583,0.425378,0,0,0,0,0,
0.324458,2.48159,0.513415,0,0,0,1,0,
0.233114,2.42141,0.806111,0,0,0,0,0,
0.292863,2.48663,0.637269,0,0,0,1,0,
0.195079,2.51757,0.566873,1,0,0,0,1,
0.361402,2.7141,0.00753669,0,1,0,0,1,
0.454976,2.61425,0.396416,0,1,0,0,0,
0.0524251,2.87877,0.236459,1,0,0,0,0,
0.330589,2.74703,0.616498,0,0,0,0,0,
0.0411611,2.64298,0.062193,0,1,0,0,1,
0.0836662,2.96895,0.830742,0,0,0,1,0,
0.136208,2.96021,0.576229,0,0,0,1,0,
0.0793014,2.87301,0.541452,0,0,1,0,0,
0.433588,2.625,0.0611708,0,0,0,1,0,
0.268354,2.52612,0.873372,0,1,0,0,1,
0.380052,2.71929,0.623663,1,0,0,0,0,
0.206739,2.6512,0.891281,0,1,0,1,0,
0.102624,2.78722,0.192275,0,1,0,0,0,
0.299048,2.75114,0.354734,0,1,0,0,0,
0.0849838,2.7874,0.380777,0,0,0,0,0,
