0.75,0.2,1,0,0,0,0,0
0.8475,0.2,1,0,0,0,0,0
0.957675,0.2,1,0,0,0,0,0
1.08217,0.2,1,0,0,0,0,0
1.22286,0.2,1,0,0,0,0,0
1.38183,0.2,1,0,0,0,0,0
1.56146,0.2,1,0.0846499,0,0,0,0
1.76445,0.2,1,0.251675,0,0,0,0
1.99383,0.2,1,0.304748,0,0,0,0
2.25303,0.2,1,0.476948,0,0,0,0
2.54593,0.2,1,0.564198,0,0,0,0
2.8769,0.2,1,0.624605,0.0118715,0.0244936,0.02427,0
3.25089,0.2,1,0.694691,0.0459169,0.0528706,0.0453368,0.0508569
3.67351,0.2,1,0.74252,0.0262813,0,0.0259343,0.0278561
4.15106,0.2,1,0.827655,0.097168,0.087314,0.0818299,0.085116
4.6907,0.2,1,0.839477,0.0887592,0.0733608,0.0468069,0.0380753
5.30049,0.2,1,0.857061,0.138805,0.137314,0.141128,0.172546
5.98956,0.2,1,0.899141,0.190249,0.195322,0.199361,0.185262
6.7682,0.2,1,0.893442,0.237953,0.236993,0.229023,0.233453
7.64807,0.2,1,0.93287,0.207237,0.189465,0.210748,0.222691
8.64232,0.2,1,0.949475,0.304475,0.313736,0.313748,0.32512
9.76582,0.2,1,0.982969,0.32117,0.327661,0.320755,0.333373
11.0354,0.2,1,0.991531,0.347192,0.360928,0.348595,0.345531
12.47,0.2,1,0.988039,0.357321,0.333021,0.351812,0.338549
14.0911,0.2,1,0.993423,0.388542,0.389122,0.38614,0.386183
15.9229,0.2,1,0.985925,0.38462,0.384681,0.383854,0.379992
17.9929,0.2,1,0.991491,0.40903,0.4219,0.409466,0.408312
20.332,0.2,1,0.993729,0.433125,0.432886,0.431247,0.432511
22.9751,0.2,1,0.993499,0.448889,0.445375,0.441045,0.434503
25.9619,0.2,1,0.995859,0.448481,0.450374,0.447078,0.448419
29.3369,0.2,1,0.995746,0.453113,0.454864,0.455032,0.45422
33.1507,0.2,1,0.997082,0.471686,0.472068,0.472284,0.469451
37.4603,0.2,1,0.997112,0.472035,0.472437,0.473633,0.473403
42.3302,0.2,1,0.998025,0.480932,0.48129,0.481351,0.481205
47.8331,0.2,1,0.997335,0.484282,0.484787,0.484777,0.484107
54.0514,0.2,1,0.99837,0.488826,0.488268,0.487967,0.488425
61.0781,0.2,1,0.998538,0.493592,0.492384,0.493503,0.494375
69.0182,0.2,1,0.998688,0.502137,0.50207,0.502021,0.501725
77.9906,0.2,1,0.998944,0.509535,0.508254,0.508349,0.509484
88.1293,0.2,1,0.999063,0.514608,0.51437,0.51341,0.513759

 33728
