0.75,0.2,1,0,0,0,0,0
0.8475,0.2,1,0,0,0,0,0
0.957675,0.2,1,0.00526052,0,0,0,0
1.08217,0.2,1,0,0,0,0,0
1.22286,0.2,1,0.0313346,0,0,0,0
1.38183,0.2,1,0.0705611,0,0,0,0
1.56146,0.2,1,0.143403,0,0,0,0
1.76445,0.2,1,0.174339,0,0,0,0
1.99383,0.2,1,0.282991,0,0,0,0
2.25303,0.2,1,0.446593,0,0,0,0
2.54593,0.2,1,0.41432,0,0,0,0
2.8769,0.2,1,0.468045,0,0,0,0
3.25089,0.2,1,0.61234,0,0,0,0
3.67351,0.2,1,0.652125,0,0,0,0
4.15106,0.2,1,0.746382,0,0,0,0
4.6907,0.2,1,0.755873,0,0,0,0
5.30049,0.2,1,0.787291,0,0.00346696,0,0.00259717
5.98956,0.2,1,0.806,0,0,0,0
6.7682,0.2,1,0.815795,0.00314713,0.00664351,0.00381293,0.00337873
7.64807,0.2,1,0.878057,0,0,0.00394159,0.00203768
8.64232,0.2,1,0.900075,0.00723685,0.00799833,0.00584717,0.00806274
9.76582,0.2,1,0.913335,0.00252793,0.00705737,0.00253376,0.00398997
11.0354,0.2,1,0.933143,0.00568852,0.00185359,0.00762314,0.00416376
12.47,0.2,1,0.916909,0.00776178,0.0149231,0.00734887,0.0168619
14.0911,0.2,1,0.913684,0.00861903,0.0117648,0.00921735,0.0117192
15.9229,0.2,1,0.903927,0.0154057,0.0139362,0.0177564,0.0132476
17.9929,0.2,1,0.912761,0.0128687,0.015442,0.0126103,0.0147549
20.332,0.2,1,0.908601,0.0195809,0.0176046,0.0201454,0.0143938
22.9751,0.2,1,0.902016,0.0210719,0.0207986,0.0226082,0.0211705
25.9619,0.2,1,0.876673,0.0281518,0.029044,0.0283775,0.0289705
29.3369,0.2,1,0.866426,0.0315772,0.0321037,0.0317615,0.0307906
33.1507,0.2,1,0.882422,0.0276071,0.0289486,0.0270166,0.0290699
37.4603,0.2,1,0.761564,0.0586424,0.0593185,0.058565,0.0578117
42.3302,0.2,1,0.695864,0.0756631,0.074828,0.0754098,0.0752679
47.8331,0.2,1,0.626202,0.0928798,0.09291,0.0932967,0.0924045
54.0514,0.2,1,0.558969,0.109586,0.109628,0.109822,0.109577
61.0781,0.2,1,0.465716,0.133122,0.13339,0.133052,0.13262
69.0182,0.2,1,0.44832,0.13786,0.137426,0.137656,0.137163
77.9906,0.2,1,0.368159,0.157507,0.157244,0.157308,0.157423
88.1293,0.2,1,0.378755,0.154826,0.155007,0.154969,0.155074

 75867.8
