0.0164341,0.863663,0.567385,1,1,0,0,0,
0.0384859,0.913917,0.796071,0,0,0,0,0,
0.0751908,0.856251,0.096965,0,1,1,0,1,
0.00797555,0.88043,0.0511821,0,1,1,0,0,
0.0551491,0.907742,0.0689223,0,0,0,0,0,
0.00150197,0.899737,0.324093,0,0,0,0,0,
0.0108536,0.832425,0.950074,0,0,0,0,0,
0.0135035,0.877997,0.575613,1,1,0,0,1,
0.0482353,0.927964,0.975702,0,0,0,0,0,
0.0456667,0.837166,0.737485,0,0,0,0,1,
0.0463751,0.856917,0.53425,1,0,0,0,0,
0.0099803,0.866566,0.652629,1,0,0,1,1,
0.0301804,0.930046,0.801808,0,0,0,1,1,
0.0395715,0.860033,0.810499,1,0,0,0,0,
0.0588321,0.873628,0.35493,0,0,0,0,0,
0.0559312,0.839189,0.159918,1,0,0,0,0,
0.013789,0.862609,0.707194,0,0,0,0,0,
0.321634,1.29377,0.662871,0,0,0,0,0,
0.290152,1.30475,0.846511,0,0,0,0,0,
0.283425,1.35955,0.498247,1,0,1,0,0,
0.323156,1.36528,0.588876,0,1,1,0,0,
0.305229,1.31839,0.285612,0,0,0,0,0,
0.346733,1.32278,0.0185271,1,0,0,0,0,
0.267601,1.28557,0.507138,1,0,0,0,0,
0.29569,1.3662,0.685722,0,0,0,1,0,
0.268363,1.35275,0.70684,0,0,0,1,0,
0.303164,1.35792,0.0152883,0,0,0,1,0,
0.300118,1.29067,0.0143713,0,0,0,1,0,
0.31144,1.35423,0.382421,0,0,0,0,1,
0.269556,1.3495,0.245357,0,0,0,0,0,
0.245562,1.30453,0.576686,0,1,0,0,0,
0.310875,1.36835,0.282315,0,1,1,0,0,
0.29553,1.28815,0.0492245,0,0,0,0,0,
0.27785,1.29619,0.756608,1,1,0,0,0,
0.348282,1.33865,0.0612471,0,0,1,0,0,
0.242556,1.32088,0.622313,0,0,0,0,0,
0.288922,1.31761,0.257004,0,0,1,0,0,
0.252182,1.29772,0.55679,0,0,0,0,0,
0.329828,1.31826,0.840585,0,0,0,0,0,
0.262127,1.30628,0.609554,0,0,1,0,0,
0.0148364,1.9361,0.996425,0,0,0,0,0,
0.0177832,1.94126,0.264764,0,0,0,1,0,
0.0435246,1.92683,0.0528785,1,1,0,1,0,
0.0964659,1.90372,0.164199,0,0,0,0,0,
0.0985003,1.94615,0.715239,0,0,0,1,0,
0.0482795,1.89773,0.63143,0,0,1,0,0,
0.112472,1.92814,0.166773,0,1,0,0,0,
0.0691733,1.88868,0.984792,1,1,0,0,0,
0.0875554,1.95882,0.11173,0,1,0,0,0,
0.0988776,1.98408,0.251653,0,0,1,0,1,
