90,0.2,0.111111,0.922007,0.0200104,0.0169528,0.0187607,0.0202387
72,0.2,0.138889,0.355472,0.163968,0.158917,0.162894,0.156004
60,0.2,0.166667,0.502274,0.124523,0.125332,0.124377,0.120791
45,0.2,0.222222,0.746311,0.063158,0.0622748,0.0599751,0.0644959
30,0.2,0.333333,0.99558,0,0,0,0
22.5,0.2,0.444444,0.825728,0.0204645,0.0318035,0,0.0254827
18,0.2,0.555556,0.992174,0,0,0,0
15,0.2,0.666667,0.879142,0,0.00542292,0,0
12.8571,0.2,0.777778,0.744221,0.014412,0.0487076,0.0166591,0.0475102
11.25,0.2,0.888889,0.809213,0.0254505,0,0.0245642,0
10,0.2,1,0.988696,0,0,0,0
6.66667,0.2,1.5,0.92435,0,0,0,0
5,0.2,2,0.947931,0,0,0,0
3.33333,0.2,3,0.976213,0,0,0,0
2.5,0.2,4,0.977846,0,0,0,0

 56.844
