250,0.04,1,0.721601,0.0140077,0.0213911,0.0132459,0.0322
111.111,0.06,1,0.726645,0.0240045,0.0408216,0.0251193,0.0421403
62.5,0.08,1,0.809404,0.0249359,0.010018,0.0213512,0.0103248
27.7778,0.12,1,0.853825,0.011618,0.00625158,0.012092,0.00611345
15.625,0.16,1,0.872998,0.0148838,0.0085309,0.00246529,0.0186814
10,0.2,1,0.85669,0.0168449,0.017009,0.0150419,0.0219625
6.94444,0.24,1,0.923381,0.00782849,0.010085,0,0.0103001
4.44444,0.3,1,0.936701,0.00867706,0.00646637,0.00920183,0
3.46021,0.34,1,0.963171,0.00567473,0,0.000310355,0
2.77008,0.38,1,0.985266,0,0,0,0
2.26757,0.42,1,0.977777,0,0,0,0
0.625,0.8,1,0.97736,0,0,0,0
0.4,1,1,0.976105,0,0,0,0
0.177778,1.5,1,0.976159,0,0,0,0
0.1,2,1,0.975769,0,0,0,0

 165.934
