1,0.012499999999999997,0.9358316238386188,0.05166837616138124
2,0.0125,0.8542266404324915,0.0666366797837543,0.06663667978375425
3,0.012499999999999997,0.6963680896797817,0.09704397010673946,0.09704397010673944,0.09704397010673942
4,0.0125,0.250476360885685,0.1842559097785788,0.18425590977857872,0.18425590977857878,0.18425590977857878
5,0.010892474090538486,0.,0.19782150518189232,0.19782150518189234,0.1978215051818923,0.19782150518189232,0.19782150518189232
6,0.010212475740188992,0.,0.16496458737663514,0.16496458737663522,0.1649645873766351,0.16496458737663527,0.1649645873766351,0.16496458737663522
7,0.010044071266527224,0.,0.14142227553335324,0.14142227553335324,0.1414222755333532,0.1414222755333533,0.14142227553335324,0.1414222755333532,0.14142227553335332
8,0.01000771237565244,0.,0.1237490359530436,0.12374903595304317,0.12374903595304372,0.12374903595304323,0.12374903595304354,0.12374903595304342,0.12374903595304343,0.12374903595304343
9,0.01000113654505493,0.,0.10999987371721634,0.10999987371721576,0.10999987371721652,0.10999987371721585,0.10999987371721616,0.10999987371721616,0.10999987371721608,0.10999987371721619,0.10999987371721605
10,0.01000014215139561,0.,0.09899998578486036,0.09899998578486045,0.09899998578486047,0.09899998578486047,0.0989999857848604,0.09899998578486051,0.09899998578486047,0.09899998578486045,0.09899998578486043,0.09899998578486054
